CommandType     Name                                               Version    Source     
Function        Update-ModuleManifest                              1.0.0.1    PowerShe...
Function        Update-MpSignature                                 1.0        Defender   
Function        Update-NetIPsecRule                                2.0.0.0    NetSecurity
Function        Update-Script                                      1.0.0.1    PowerShe...
Function        Update-ScriptFileInfo                              1.0.0.1    PowerShe...
Function        Update-SmbMultichannelConnection                   2.0.0.0    SmbShare   
Function        Update-StorageFirmware                             2.0.0.0    Storage    
Function        Update-StoragePool                                 2.0.0.0    Storage    
Function        Update-StorageProviderCache                        2.0.0.0    Storage    
Function        V:                                                                       
Function        W:                                                                       
Function        Write-DtcTransactionsTraceSession                  1.0.0.0    MsDtc      
Function        Write-PrinterNfcTag                                1.1        PrintMan...
Function        Write-VolumeCache                                  2.0.0.0    Storage    
Function        X:                                                                       
Function        Y:                                                                       
Function        Z:                                                                       
Filter          more                                                                     
Cmdlet          Add-AppxPackage                                    2.0.1.0    Appx       
Cmdlet          Add-AppxProvisionedPackage                         3.0        Dism       
Cmdlet          Add-AppxVolume                                     2.0.1.0    Appx       
Cmdlet          Add-BitsFile                                       2.0.0.0    BitsTran...
Cmdlet          Add-CertificateEnrollmentPolicyServer              1.0.0.0    PKI        
Cmdlet          Add-Computer                                       3.1.0.0    Microsof...
Cmdlet          Add-Content                                        3.1.0.0    Microsof...
Cmdlet          Add-History                                        3.0.0.0    Microsof...
Cmdlet          Add-JobTrigger                                     1.1.0.0    PSSchedu...
Cmdlet          Add-KdsRootKey                                     1.0.0.0    Kds        
Cmdlet          Add-LocalGroupMember                               1.0.0.0    Microsof...
Cmdlet          Add-Member                                         3.1.0.0    Microsof...
Cmdlet          Add-PSSnapin                                       3.0.0.0    Microsof...
Cmdlet          Add-Type                                           3.1.0.0    Microsof...
Cmdlet          Add-WindowsCapability                              3.0        Dism       
Cmdlet          Add-WindowsDriver                                  3.0        Dism       
Cmdlet          Add-WindowsImage                                   3.0        Dism       
Cmdlet          Add-WindowsPackage                                 3.0        Dism       
Cmdlet          Checkpoint-Computer                                3.1.0.0    Microsof...
Cmdlet          Clear-Content                                      3.1.0.0    Microsof...
Cmdlet          Clear-EventLog                                     3.1.0.0    Microsof...
Cmdlet          Clear-History                                      3.0.0.0    Microsof...
Cmdlet          Clear-Item                                         3.1.0.0    Microsof...
Cmdlet          Clear-ItemProperty                                 3.1.0.0    Microsof...
Cmdlet          Clear-KdsCache                                     1.0.0.0    Kds        
Cmdlet          Clear-RecycleBin                                   3.1.0.0    Microsof...
Cmdlet          Clear-Tpm                                          2.0.0.0    TrustedP...
Cmdlet          Clear-Variable                                     3.1.0.0    Microsof...
Cmdlet          Clear-WindowsCorruptMountPoint                     3.0        Dism       
Cmdlet          Compare-Object                                     3.1.0.0    Microsof...
Cmdlet          Complete-BitsTransfer                              2.0.0.0    BitsTran...
Cmdlet          Complete-DtcDiagnosticTransaction                  1.0.0.0    MsDtc      
Cmdlet          Complete-Transaction                               3.1.0.0    Microsof...
Cmdlet          Confirm-SecureBootUEFI                             2.0.0.0    SecureBoot 
Cmdlet          Connect-PSSession                                  3.0.0.0    Microsof...
Cmdlet          Connect-WSMan                                      3.0.0.0    Microsof...
Cmdlet          ConvertFrom-Csv                                    3.1.0.0    Microsof...
Cmdlet          ConvertFrom-Json                                   3.1.0.0    Microsof...
Cmdlet          ConvertFrom-SecureString                           3.0.0.0    Microsof...
Cmdlet          ConvertFrom-String                                 3.1.0.0    Microsof...
Cmdlet          ConvertFrom-StringData                             3.1.0.0    Microsof...
Cmdlet          Convert-Path                                       3.1.0.0    Microsof...
Cmdlet          Convert-String                                     3.1.0.0    Microsof...
Cmdlet          ConvertTo-Csv                                      3.1.0.0    Microsof...
Cmdlet          ConvertTo-Html                                     3.1.0.0    Microsof...
Cmdlet          ConvertTo-Json                                     3.1.0.0    Microsof...
Cmdlet          ConvertTo-ProcessMitigationPolicy                  1.0.11     ProcessM...
Cmdlet          ConvertTo-SecureString                             3.0.0.0    Microsof...
Cmdlet          ConvertTo-TpmOwnerAuth                             2.0.0.0    TrustedP...
Cmdlet          ConvertTo-Xml                                      3.1.0.0    Microsof...
Cmdlet          Copy-Item                                          3.1.0.0    Microsof...
Cmdlet          Copy-ItemProperty                                  3.1.0.0    Microsof...
Cmdlet          Debug-Job                                          3.0.0.0    Microsof...
Cmdlet          Debug-Process                                      3.1.0.0    Microsof...
Cmdlet          Debug-Runspace                                     3.1.0.0    Microsof...
Cmdlet          Disable-AppBackgroundTaskDiagnosticLog             1.0.0.0    AppBackg...
Cmdlet          Disable-ComputerRestore                            3.1.0.0    Microsof...
Cmdlet          Disable-JobTrigger                                 1.1.0.0    PSSchedu...
Cmdlet          Disable-LocalUser                                  1.0.0.0    Microsof...
Cmdlet          Disable-PSBreakpoint                               3.1.0.0    Microsof...
Cmdlet          Disable-PSRemoting                                 3.0.0.0    Microsof...
Cmdlet          Disable-PSSessionConfiguration                     3.0.0.0    Microsof...
Cmdlet          Disable-RunspaceDebug                              3.1.0.0    Microsof...
Cmdlet          Disable-ScheduledJob                               1.1.0.0    PSSchedu...
Cmdlet          Disable-TlsCipherSuite                             2.0.0.0    TLS        
Cmdlet          Disable-TlsEccCurve                                2.0.0.0    TLS        
Cmdlet          Disable-TlsSessionTicketKey                        2.0.0.0    TLS        
Cmdlet          Disable-TpmAutoProvisioning                        2.0.0.0    TrustedP...
Cmdlet          Disable-WindowsErrorReporting                      1.0        WindowsE...
Cmdlet          Disable-WindowsOptionalFeature                     3.0        Dism       
Cmdlet          Disable-WSManCredSSP                               3.0.0.0    Microsof...
Cmdlet          Disconnect-PSSession                               3.0.0.0    Microsof...
Cmdlet          Disconnect-WSMan                                   3.0.0.0    Microsof...
Cmdlet          Dismount-AppxVolume                                2.0.1.0    Appx       
Cmdlet          Dismount-WindowsImage                              3.0        Dism       
Cmdlet          Enable-AppBackgroundTaskDiagnosticLog              1.0.0.0    AppBackg...
Cmdlet          Enable-ComputerRestore                             3.1.0.0    Microsof...
Cmdlet          Enable-JobTrigger                                  1.1.0.0    PSSchedu...
Cmdlet          Enable-LocalUser                                   1.0.0.0    Microsof...
Cmdlet          Enable-PSBreakpoint                                3.1.0.0    Microsof...
Cmdlet          Enable-PSRemoting                                  3.0.0.0    Microsof...
Cmdlet          Enable-PSSessionConfiguration                      3.0.0.0    Microsof...
Cmdlet          Enable-RunspaceDebug                               3.1.0.0    Microsof...
Cmdlet          Enable-ScheduledJob                                1.1.0.0    PSSchedu...
Cmdlet          Enable-TlsCipherSuite                              2.0.0.0    TLS        
Cmdlet          Enable-TlsEccCurve                                 2.0.0.0    TLS        
Cmdlet          Enable-TlsSessionTicketKey                         2.0.0.0    TLS        
Cmdlet          Enable-TpmAutoProvisioning                         2.0.0.0    TrustedP...
Cmdlet          Enable-WindowsErrorReporting                       1.0        WindowsE...
Cmdlet          Enable-WindowsOptionalFeature                      3.0        Dism       
Cmdlet          Enable-WSManCredSSP                                3.0.0.0    Microsof...
Cmdlet          Enter-PSHostProcess                                3.0.0.0    Microsof...
Cmdlet          Enter-PSSession                                    3.0.0.0    Microsof...
Cmdlet          Exit-PSHostProcess                                 3.0.0.0    Microsof...
Cmdlet          Exit-PSSession                                     3.0.0.0    Microsof...
Cmdlet          Expand-WindowsCustomDataImage                      3.0        Dism       
Cmdlet          Expand-WindowsImage                                3.0        Dism       
Cmdlet          Export-Alias                                       3.1.0.0    Microsof...
Cmdlet          Export-BinaryMiLog                                 1.0.0.0    CimCmdlets 
Cmdlet          Export-Certificate                                 1.0.0.0    PKI        
Cmdlet          Export-Clixml                                      3.1.0.0    Microsof...
Cmdlet          Export-Console                                     3.0.0.0    Microsof...
Cmdlet          Export-Counter                                     3.0.0.0    Microsof...
Cmdlet          Export-Csv                                         3.1.0.0    Microsof...
Cmdlet          Export-FormatData                                  3.1.0.0    Microsof...
Cmdlet          Export-ModuleMember                                3.0.0.0    Microsof...
Cmdlet          Export-PfxCertificate                              1.0.0.0    PKI        
Cmdlet          Export-ProvisioningPackage                         3.0        Provisio...
Cmdlet          Export-PSSession                                   3.1.0.0    Microsof...
Cmdlet          Export-StartLayout                                 1.0.0.0    StartLayout
Cmdlet          Export-StartLayoutEdgeAssets                       1.0.0.0    StartLayout
Cmdlet          Export-TlsSessionTicketKey                         2.0.0.0    TLS        
Cmdlet          Export-Trace                                       3.0        Provisio...
Cmdlet          Export-WindowsCapabilitySource                     3.0        Dism       
Cmdlet          Export-WindowsDriver                               3.0        Dism       
Cmdlet          Export-WindowsImage                                3.0        Dism       
Cmdlet          Find-Package                                       1.0.0.1    PackageM...
Cmdlet          Find-PackageProvider                               1.0.0.1    PackageM...
Cmdlet          ForEach-Object                                     3.0.0.0    Microsof...
Cmdlet          Format-Custom                                      3.1.0.0    Microsof...
Cmdlet          Format-List                                        3.1.0.0    Microsof...
Cmdlet          Format-SecureBootUEFI                              2.0.0.0    SecureBoot 
Cmdlet          Format-Table                                       3.1.0.0    Microsof...
Cmdlet          Format-Wide                                        3.1.0.0    Microsof...
Cmdlet          Get-Acl                                            3.0.0.0    Microsof...
Cmdlet          Get-Alias                                          3.1.0.0    Microsof...
Cmdlet          Get-AppxDefaultVolume                              2.0.1.0    Appx       
Cmdlet          Get-AppxPackage                                    2.0.1.0    Appx       
Cmdlet          Get-AppxPackageManifest                            2.0.1.0    Appx       
Cmdlet          Get-AppxProvisionedPackage                         3.0        Dism       
Cmdlet          Get-AppxVolume                                     2.0.1.0    Appx       
Cmdlet          Get-AuthenticodeSignature                          3.0.0.0    Microsof...
Cmdlet          Get-BitsTransfer                                   2.0.0.0    BitsTran...
Cmdlet          Get-Certificate                                    1.0.0.0    PKI        
Cmdlet          Get-CertificateAutoEnrollmentPolicy                1.0.0.0    PKI        
Cmdlet          Get-CertificateEnrollmentPolicyServer              1.0.0.0    PKI        
Cmdlet          Get-CertificateNotificationTask                    1.0.0.0    PKI        
Cmdlet          Get-ChildItem                                      3.1.0.0    Microsof...
Cmdlet          Get-CimAssociatedInstance                          1.0.0.0    CimCmdlets 
Cmdlet          Get-CimClass                                       1.0.0.0    CimCmdlets 
Cmdlet          Get-CimInstance                                    1.0.0.0    CimCmdlets 
Cmdlet          Get-CimSession                                     1.0.0.0    CimCmdlets 
Cmdlet          Get-Clipboard                                      3.1.0.0    Microsof...
Cmdlet          Get-CmsMessage                                     3.0.0.0    Microsof...
Cmdlet          Get-Command                                        3.0.0.0    Microsof...
Cmdlet          Get-ComputerInfo                                   3.1.0.0    Microsof...
Cmdlet          Get-ComputerRestorePoint                           3.1.0.0    Microsof...
Cmdlet          Get-Content                                        3.1.0.0    Microsof...
Cmdlet          Get-ControlPanelItem                               3.1.0.0    Microsof...
Cmdlet          Get-Counter                                        3.0.0.0    Microsof...
Cmdlet          Get-Credential                                     3.0.0.0    Microsof...
Cmdlet          Get-Culture                                        3.1.0.0    Microsof...
Cmdlet          Get-DAPolicyChange                                 2.0.0.0    NetSecurity
Cmdlet          Get-Date                                           3.1.0.0    Microsof...
Cmdlet          Get-DeliveryOptimizationLog                        1.0.1.0    Delivery...
Cmdlet          Get-DeliveryOptimizationPerfSnap                   1.0.1.0    Delivery...
Cmdlet          Get-DeliveryOptimizationPerfSnapThisMonth          1.0.1.0    Delivery...
Cmdlet          Get-DeliveryOptimizationStatus                     1.0.1.0    Delivery...
Cmdlet          Get-DOConfig                                       1.0.1.0    Delivery...
Cmdlet          Get-DODownloadMode                                 1.0.1.0    Delivery...
Cmdlet          Get-DOPercentageMaxBackgroundBandwidth             1.0.1.0    Delivery...
Cmdlet          Get-DOPercentageMaxForegroundBandwidth             1.0.1.0    Delivery...
Cmdlet          Get-Event                                          3.1.0.0    Microsof...
Cmdlet          Get-EventLog                                       3.1.0.0    Microsof...
Cmdlet          Get-EventSubscriber                                3.1.0.0    Microsof...
Cmdlet          Get-ExecutionPolicy                                3.0.0.0    Microsof...
Cmdlet          Get-FormatData                                     3.1.0.0    Microsof...
Cmdlet          Get-Help                                           3.0.0.0    Microsof...
Cmdlet          Get-History                                        3.0.0.0    Microsof...
Cmdlet          Get-Host                                           3.1.0.0    Microsof...
Cmdlet          Get-HotFix                                         3.1.0.0    Microsof...
Cmdlet          Get-Item                                           3.1.0.0    Microsof...
Cmdlet          Get-ItemProperty                                   3.1.0.0    Microsof...
Cmdlet          Get-ItemPropertyValue                              3.1.0.0    Microsof...
Cmdlet          Get-Job                                            3.0.0.0    Microsof...
Cmdlet          Get-JobTrigger                                     1.1.0.0    PSSchedu...
Cmdlet          Get-KdsConfiguration                               1.0.0.0    Kds        
Cmdlet          Get-KdsRootKey                                     1.0.0.0    Kds        
Cmdlet          Get-LocalGroup                                     1.0.0.0    Microsof...
Cmdlet          Get-LocalGroupMember                               1.0.0.0    Microsof...
Cmdlet          Get-LocalUser                                      1.0.0.0    Microsof...
Cmdlet          Get-Location                                       3.1.0.0    Microsof...
Cmdlet          Get-Member                                         3.1.0.0    Microsof...
Cmdlet          Get-Module                                         3.0.0.0    Microsof...
Cmdlet          Get-NonRemovableAppsPolicy                         3.0        Dism       
Cmdlet          Get-Package                                        1.0.0.1    PackageM...
Cmdlet          Get-PackageProvider                                1.0.0.1    PackageM...
Cmdlet          Get-PackageSource                                  1.0.0.1    PackageM...
Cmdlet          Get-PfxCertificate                                 3.0.0.0    Microsof...
Cmdlet          Get-PfxData                                        1.0.0.0    PKI        
Cmdlet          Get-PmemDisk                                       1.0.0.0    Persiste...
Cmdlet          Get-PmemPhysicalDevice                             1.0.0.0    Persiste...
Cmdlet          Get-PmemUnusedRegion                               1.0.0.0    Persiste...
Cmdlet          Get-Process                                        3.1.0.0    Microsof...
Cmdlet          Get-ProcessMitigation                              1.0.11     ProcessM...
Cmdlet          Get-ProvisioningPackage                            3.0        Provisio...
Cmdlet          Get-PSBreakpoint                                   3.1.0.0    Microsof...
Cmdlet          Get-PSCallStack                                    3.1.0.0    Microsof...
Cmdlet          Get-PSDrive                                        3.1.0.0    Microsof...
Cmdlet          Get-PSHostProcessInfo                              3.0.0.0    Microsof...
Cmdlet          Get-PSProvider                                     3.1.0.0    Microsof...
Cmdlet          Get-PSReadLineKeyHandler                           2.0.0      PSReadline 
Cmdlet          Get-PSReadLineOption                               2.0.0      PSReadline 
Cmdlet          Get-PSSession                                      3.0.0.0    Microsof...
Cmdlet          Get-PSSessionCapability                            3.0.0.0    Microsof...
Cmdlet          Get-PSSessionConfiguration                         3.0.0.0    Microsof...
Cmdlet          Get-PSSnapin                                       3.0.0.0    Microsof...
Cmdlet          Get-Random                                         3.1.0.0    Microsof...
Cmdlet          Get-Runspace                                       3.1.0.0    Microsof...
Cmdlet          Get-RunspaceDebug                                  3.1.0.0    Microsof...
Cmdlet          Get-ScheduledJob                                   1.1.0.0    PSSchedu...
Cmdlet          Get-ScheduledJobOption                             1.1.0.0    PSSchedu...
Cmdlet          Get-SecureBootPolicy                               2.0.0.0    SecureBoot 
Cmdlet          Get-SecureBootUEFI                                 2.0.0.0    SecureBoot 
Cmdlet          Get-Service                                        3.1.0.0    Microsof...
Cmdlet          Get-TimeZone                                       3.1.0.0    Microsof...
Cmdlet          Get-TlsCipherSuite                                 2.0.0.0    TLS        
Cmdlet          Get-TlsEccCurve                                    2.0.0.0    TLS        
Cmdlet          Get-Tpm                                            2.0.0.0    TrustedP...
Cmdlet          Get-TpmEndorsementKeyInfo                          2.0.0.0    TrustedP...
Cmdlet          Get-TpmSupportedFeature                            2.0.0.0    TrustedP...
Cmdlet          Get-TraceSource                                    3.1.0.0    Microsof...
Cmdlet          Get-Transaction                                    3.1.0.0    Microsof...
Cmdlet          Get-TroubleshootingPack                            1.0.0.0    Troubles...
Cmdlet          Get-TrustedProvisioningCertificate                 3.0        Provisio...
Cmdlet          Get-TypeData                                       3.1.0.0    Microsof...
Cmdlet          Get-UICulture                                      3.1.0.0    Microsof...
Cmdlet          Get-Unique                                         3.1.0.0    Microsof...
Cmdlet          Get-Variable                                       3.1.0.0    Microsof...
Cmdlet          Get-WIMBootEntry                                   3.0        Dism       
Cmdlet          Get-WinAcceptLanguageFromLanguageListOptOut        2.0.0.0    Internat...
Cmdlet          Get-WinCultureFromLanguageListOptOut               2.0.0.0    Internat...
Cmdlet          Get-WinDefaultInputMethodOverride                  2.0.0.0    Internat...
Cmdlet          Get-WindowsCapability                              3.0        Dism       
Cmdlet          Get-WindowsDeveloperLicense                        1.0.0.0    WindowsD...
Cmdlet          Get-WindowsDriver                                  3.0        Dism       
Cmdlet          Get-WindowsEdition                                 3.0        Dism       
Cmdlet          Get-WindowsErrorReporting                          1.0        WindowsE...
Cmdlet          Get-WindowsImage                                   3.0        Dism       
Cmdlet          Get-WindowsImageContent                            3.0        Dism       
Cmdlet          Get-WindowsOptionalFeature                         3.0        Dism       
Cmdlet          Get-WindowsPackage                                 3.0        Dism       
Cmdlet          Get-WindowsSearchSetting                           1.0.0.0    WindowsS...
Cmdlet          Get-WinEvent                                       3.0.0.0    Microsof...
Cmdlet          Get-WinHomeLocation                                2.0.0.0    Internat...
Cmdlet          Get-WinLanguageBarOption                           2.0.0.0    Internat...
Cmdlet          Get-WinSystemLocale                                2.0.0.0    Internat...
Cmdlet          Get-WinUILanguageOverride                          2.0.0.0    Internat...
Cmdlet          Get-WinUserLanguageList                            2.0.0.0    Internat...
Cmdlet          Get-WmiObject                                      3.1.0.0    Microsof...
Cmdlet          Get-WSManCredSSP                                   3.0.0.0    Microsof...
Cmdlet          Get-WSManInstance                                  3.0.0.0    Microsof...
Cmdlet          Group-Object                                       3.1.0.0    Microsof...
Cmdlet          Import-Alias                                       3.1.0.0    Microsof...
Cmdlet          Import-BinaryMiLog                                 1.0.0.0    CimCmdlets 
Cmdlet          Import-Certificate                                 1.0.0.0    PKI        
Cmdlet          Import-Clixml                                      3.1.0.0    Microsof...
Cmdlet          Import-Counter                                     3.0.0.0    Microsof...
Cmdlet          Import-Csv                                         3.1.0.0    Microsof...
Cmdlet          Import-LocalizedData                               3.1.0.0    Microsof...
Cmdlet          Import-Module                                      3.0.0.0    Microsof...
Cmdlet          Import-PackageProvider                             1.0.0.1    PackageM...
Cmdlet          Import-PfxCertificate                              1.0.0.0    PKI        
Cmdlet          Import-PSSession                                   3.1.0.0    Microsof...
Cmdlet          Import-StartLayout                                 1.0.0.0    StartLayout
Cmdlet          Import-TpmOwnerAuth                                2.0.0.0    TrustedP...
Cmdlet          Initialize-PmemPhysicalDevice                      1.0.0.0    Persiste...
Cmdlet          Initialize-Tpm                                     2.0.0.0    TrustedP...
Cmdlet          Install-Package                                    1.0.0.1    PackageM...
Cmdlet          Install-PackageProvider                            1.0.0.1    PackageM...
Cmdlet          Install-ProvisioningPackage                        3.0        Provisio...
Cmdlet          Install-TrustedProvisioningCertificate             3.0        Provisio...
Cmdlet          Invoke-CimMethod                                   1.0.0.0    CimCmdlets 
Cmdlet          Invoke-Command                                     3.0.0.0    Microsof...
Cmdlet          Invoke-CommandInDesktopPackage                     2.0.1.0    Appx       
Cmdlet          Invoke-DscResource                                 1.1        PSDesire...
Cmdlet          Invoke-Expression                                  3.1.0.0    Microsof...
Cmdlet          Invoke-History                                     3.0.0.0    Microsof...
Cmdlet          Invoke-Item                                        3.1.0.0    Microsof...
Cmdlet          Invoke-RestMethod                                  3.1.0.0    Microsof...
Cmdlet          Invoke-TroubleshootingPack                         1.0.0.0    Troubles...
Cmdlet          Invoke-WebRequest                                  3.1.0.0    Microsof...
Cmdlet          Invoke-WmiMethod                                   3.1.0.0    Microsof...
Cmdlet          Invoke-WSManAction                                 3.0.0.0    Microsof...
Cmdlet          Join-DtcDiagnosticResourceManager                  1.0.0.0    MsDtc      
Cmdlet          Join-Path                                          3.1.0.0    Microsof...
Cmdlet          Limit-EventLog                                     3.1.0.0    Microsof...
Cmdlet          Measure-Command                                    3.1.0.0    Microsof...
Cmdlet          Measure-Object                                     3.1.0.0    Microsof...
Cmdlet          Mount-AppxVolume                                   2.0.1.0    Appx       
Cmdlet          Mount-WindowsImage                                 3.0        Dism       
Cmdlet          Move-AppxPackage                                   2.0.1.0    Appx       
Cmdlet          Move-Item                                          3.1.0.0    Microsof...
Cmdlet          Move-ItemProperty                                  3.1.0.0    Microsof...
Cmdlet          New-Alias                                          3.1.0.0    Microsof...
Cmdlet          New-CertificateNotificationTask                    1.0.0.0    PKI        
Cmdlet          New-CimInstance                                    1.0.0.0    CimCmdlets 
Cmdlet          New-CimSession                                     1.0.0.0    CimCmdlets 
Cmdlet          New-CimSessionOption                               1.0.0.0    CimCmdlets 
Cmdlet          New-DtcDiagnosticTransaction                       1.0.0.0    MsDtc      
Cmdlet          New-Event                                          3.1.0.0    Microsof...
Cmdlet          New-EventLog                                       3.1.0.0    Microsof...
Cmdlet          New-FileCatalog                                    3.0.0.0    Microsof...
Cmdlet          New-Item                                           3.1.0.0    Microsof...
Cmdlet          New-ItemProperty                                   3.1.0.0    Microsof...
Cmdlet          New-JobTrigger                                     1.1.0.0    PSSchedu...
Cmdlet          New-LocalGroup                                     1.0.0.0    Microsof...
Cmdlet          New-LocalUser                                      1.0.0.0    Microsof...
Cmdlet          New-Module                                         3.0.0.0    Microsof...
Cmdlet          New-ModuleManifest                                 3.0.0.0    Microsof...
Cmdlet          New-NetIPsecAuthProposal                           2.0.0.0    NetSecurity
Cmdlet          New-NetIPsecMainModeCryptoProposal                 2.0.0.0    NetSecurity
Cmdlet          New-NetIPsecQuickModeCryptoProposal                2.0.0.0    NetSecurity
Cmdlet          New-Object                                         3.1.0.0    Microsof...
Cmdlet          New-PmemDisk                                       1.0.0.0    Persiste...
Cmdlet          New-ProvisioningRepro                              3.0        Provisio...
Cmdlet          New-PSDrive                                        3.1.0.0    Microsof...
Cmdlet          New-PSRoleCapabilityFile                           3.0.0.0    Microsof...
Cmdlet          New-PSSession                                      3.0.0.0    Microsof...
Cmdlet          New-PSSessionConfigurationFile                     3.0.0.0    Microsof...
Cmdlet          New-PSSessionOption                                3.0.0.0    Microsof...
Cmdlet          New-PSTransportOption                              3.0.0.0    Microsof...
Cmdlet          New-PSWorkflowExecutionOption                      2.0.0.0    PSWorkflow 
Cmdlet          New-ScheduledJobOption                             1.1.0.0    PSSchedu...
Cmdlet          New-SelfSignedCertificate                          1.0.0.0    PKI        
Cmdlet          New-Service                                        3.1.0.0    Microsof...
Cmdlet          New-TimeSpan                                       3.1.0.0    Microsof...
Cmdlet          New-TlsSessionTicketKey                            2.0.0.0    TLS        
Cmdlet          New-Variable                                       3.1.0.0    Microsof...
Cmdlet          New-WebServiceProxy                                3.1.0.0    Microsof...
Cmdlet          New-WindowsCustomImage                             3.0        Dism       
Cmdlet          New-WindowsImage                                   3.0        Dism       
Cmdlet          New-WinEvent                                       3.0.0.0    Microsof...
Cmdlet          New-WinUserLanguageList                            2.0.0.0    Internat...
Cmdlet          New-WSManInstance                                  3.0.0.0    Microsof...
Cmdlet          New-WSManSessionOption                             3.0.0.0    Microsof...
Cmdlet          Optimize-AppxProvisionedPackages                   3.0        Dism       
Cmdlet          Optimize-WindowsImage                              3.0        Dism       
Cmdlet          Out-Default                                        3.0.0.0    Microsof...
Cmdlet          Out-File                                           3.1.0.0    Microsof...
Cmdlet          Out-GridView                                       3.1.0.0    Microsof...
Cmdlet          Out-Host                                           3.0.0.0    Microsof...
Cmdlet          Out-Null                                           3.0.0.0    Microsof...
Cmdlet          Out-Printer                                        3.1.0.0    Microsof...
Cmdlet          Out-String                                         3.1.0.0    Microsof...
Cmdlet          Pop-Location                                       3.1.0.0    Microsof...
Cmdlet          Protect-CmsMessage                                 3.0.0.0    Microsof...
Cmdlet          Publish-DscConfiguration                           1.1        PSDesire...
Cmdlet          Push-Location                                      3.1.0.0    Microsof...
Cmdlet          Read-Host                                          3.1.0.0    Microsof...
Cmdlet          Receive-DtcDiagnosticTransaction                   1.0.0.0    MsDtc      
Cmdlet          Receive-Job                                        3.0.0.0    Microsof...
Cmdlet          Receive-PSSession                                  3.0.0.0    Microsof...
Cmdlet          Register-ArgumentCompleter                         3.0.0.0    Microsof...
Cmdlet          Register-CimIndicationEvent                        1.0.0.0    CimCmdlets 
Cmdlet          Register-EngineEvent                               3.1.0.0    Microsof...
Cmdlet          Register-ObjectEvent                               3.1.0.0    Microsof...
Cmdlet          Register-PackageSource                             1.0.0.1    PackageM...
Cmdlet          Register-PSSessionConfiguration                    3.0.0.0    Microsof...
Cmdlet          Register-ScheduledJob                              1.1.0.0    PSSchedu...
Cmdlet          Register-WmiEvent                                  3.1.0.0    Microsof...
Cmdlet          Remove-AppxPackage                                 2.0.1.0    Appx       
Cmdlet          Remove-AppxProvisionedPackage                      3.0        Dism       
Cmdlet          Remove-AppxVolume                                  2.0.1.0    Appx       
Cmdlet          Remove-BitsTransfer                                2.0.0.0    BitsTran...
Cmdlet          Remove-CertificateEnrollmentPolicyServer           1.0.0.0    PKI        
Cmdlet          Remove-CertificateNotificationTask                 1.0.0.0    PKI        
Cmdlet          Remove-CimInstance                                 1.0.0.0    CimCmdlets 
Cmdlet          Remove-CimSession                                  1.0.0.0    CimCmdlets 
Cmdlet          Remove-Computer                                    3.1.0.0    Microsof...
Cmdlet          Remove-Event                                       3.1.0.0    Microsof...
Cmdlet          Remove-EventLog                                    3.1.0.0    Microsof...
Cmdlet          Remove-Item                                        3.1.0.0    Microsof...
Cmdlet          Remove-ItemProperty                                3.1.0.0    Microsof...
Cmdlet          Remove-Job                                         3.0.0.0    Microsof...
Cmdlet          Remove-JobTrigger                                  1.1.0.0    PSSchedu...
Cmdlet          Remove-LocalGroup                                  1.0.0.0    Microsof...
Cmdlet          Remove-LocalGroupMember                            1.0.0.0    Microsof...
Cmdlet          Remove-LocalUser                                   1.0.0.0    Microsof...
Cmdlet          Remove-Module                                      3.0.0.0    Microsof...
Cmdlet          Remove-PmemDisk                                    1.0.0.0    Persiste...
Cmdlet          Remove-PSBreakpoint                                3.1.0.0    Microsof...
Cmdlet          Remove-PSDrive                                     3.1.0.0    Microsof...
Cmdlet          Remove-PSReadLineKeyHandler                        2.0.0      PSReadline 
Cmdlet          Remove-PSSession                                   3.0.0.0    Microsof...
Cmdlet          Remove-PSSnapin                                    3.0.0.0    Microsof...
Cmdlet          Remove-TypeData                                    3.1.0.0    Microsof...
Cmdlet          Remove-Variable                                    3.1.0.0    Microsof...
Cmdlet          Remove-WindowsCapability                           3.0        Dism       
Cmdlet          Remove-WindowsDriver                               3.0        Dism       
Cmdlet          Remove-WindowsImage                                3.0        Dism       
Cmdlet          Remove-WindowsPackage                              3.0        Dism       
Cmdlet          Remove-WmiObject                                   3.1.0.0    Microsof...
Cmdlet          Remove-WSManInstance                               3.0.0.0    Microsof...
Cmdlet          Rename-Computer                                    3.1.0.0    Microsof...
Cmdlet          Rename-Item                                        3.1.0.0    Microsof...
Cmdlet          Rename-ItemProperty                                3.1.0.0    Microsof...
Cmdlet          Rename-LocalGroup                                  1.0.0.0    Microsof...
Cmdlet          Rename-LocalUser                                   1.0.0.0    Microsof...
Cmdlet          Repair-WindowsImage                                3.0        Dism       
Cmdlet          Reset-ComputerMachinePassword                      3.1.0.0    Microsof...
Cmdlet          Resolve-DnsName                                    1.0.0.0    DnsClient  
Cmdlet          Resolve-Path                                       3.1.0.0    Microsof...
Cmdlet          Restart-Computer                                   3.1.0.0    Microsof...
Cmdlet          Restart-Service                                    3.1.0.0    Microsof...
Cmdlet          Restore-Computer                                   3.1.0.0    Microsof...
Cmdlet          Resume-BitsTransfer                                2.0.0.0    BitsTran...
Cmdlet          Resume-Job                                         3.0.0.0    Microsof...
Cmdlet          Resume-ProvisioningSession                         3.0        Provisio...
Cmdlet          Resume-Service                                     3.1.0.0    Microsof...
Cmdlet          Save-Help                                          3.0.0.0    Microsof...
